description,costPrice,salePrice,quantity,idProveedor,code,size,activo
"vestido amparo - blanco ",4000.0,8000.0,1,1,0947330100000M,16A,0
remera felicitas - blanco,2500.0,5000.0,1,1,0873010000000M,16A,0
"remera galactic - gris topo ",2500.0,5000.0,1,1,0898017094000M,16A,0
"remera California - blanco ",2500.0,5000.0,1,1,0806016600000M,16A,0
"blusa paloma - tostado ",3000.0,6000.0,1,1,0869630027000M,16A,0
short justina - denim,3000.0,6000.0,1,1,0750310022000M,16A,1
"short margarita - chicle - dior ",2500.0,5000.0,1,1,0749760013000M,16A,0
"short augusta - tostado ",2500.0,5000.0,1,1,0748220027000M,16A,0
buzo franca - chicle - dior,6000.0,12000.0,1,1,0517840013000M,16A,0
ajuar zafira - lila,3500.0,7000.0,1,1,0196160162--0M,0,0
ajuar zafira - rosa viejo,3500.0,7000.0,1,1,0196160111--0M,0M,0
"ajuar amapola - durazno ",3500.0,7000.0,1,1,0196650139--0M,0M,0
enterito fox and friends - rosa bebe,3500.0,7000.0,1,1,0313390110--0M,0M,0
enterito moon - crudo,3500.0,7000.0,1,1,0306070170--0M,0M,0
enterito mon amour - melange,3500.0,7000.0,1,1,0343070190--0M,0M,0
"enterito tortuga - blanco ",3500.0,7000.0,1,1,0313300000--0M,0M,0
enterito fox and friends,3500.0,7000.0,1,1,0313390127--0M,0M,0
"enterio plush liso - azul ",4000.0,7500.0,1,1,enterio plush liso - azul -4000-7500-0M-1,0M,0
enterio plush liso - celeste,4000.0,7500.0,1,1,enterio plush liso - celeste-4000-7500-0M-1,0M,0
"enterio liso - celeste ",3000.0,6000.0,1,1,enterio liso - celeste -3000-6000-0M-1,0M,0
jardinero tomiko floreado - rosa,4000.0,8000.0,1,1,jardinero tomiko floreado - rosa-4000-8000-3M-1,3M,0
"jardinero liso tomiko - rosa ",4000.0,8000.0,1,1,jardinero liso tomiko - rosa -4000-8000-3M-1,3M,0
enterita globos - rojos,2500.0,5000.0,1,1,enterita globos - rojos-2500-5000-3M-1,3M,0
enterito animalitos - verde,3500.0,7000.0,1,1,enterito animalitos - verde-3500-7000-3M-1,3M,0
ajuar claribel - rosa bebe,3500.0,7000.0,0,1,0196820110003M,3M,0
"enterito fox and friends - rosa ",3500.0,7000.0,1,1,0313390110003M,3M,0
ajuar amapola - durazno,3500.0,7000.0,1,1,0196650139003M,3M,0
ajuar zafira - lila,3500.0,7000.0,1,1,0196160162003M,3M,0
ajuar zafira - rosa viejo,3500.0,7000.0,1,1,0196160111003M,3M,0
enterito cala - blanco,3500.0,7000.0,1,1,0305320001003M,3M,0
"enterito bambi - blanco ",3000.0,6000.0,1,1,413015,3M,0
enterito plush liso tomiko - crudo,4000.0,7500.0,1,1,enterito plush liso tomiko - crudo-4000-7500-3M-1,3M,0
"enterito globos - blanco ",3000.0,6000.0,1,1,enterito globos - blanco -3000-6000-3M-1,3M,0
"enterito bambi  - blanco ",3000.0,6500.0,1,1,enterito bambi  - blanco -3000-6500-3M-1,3M,0
"enterito liso - blanco ",3000.0,5500.0,1,1,enterito liso - blanco -3000-5500-3M-1,3M,1
enterito rayado - tierra,3000.0,6000.0,1,1,enterito rayado - tierra-3000-6000-3M-1,3M,0
"enterito liso - blanco ",3000.0,5500.0,1,1,enterito liso - blanco -3000-5500-3M-1,3M,0
"enterito vaquita ",3500.0,7000.0,1,1,0135-BLA-3M,3M,0
ajuar ivan - beige,3500.0,7000.0,1,1,0195410142003M,3M,0
"ajuar amado - gris melange ",3500.0,7000.0,1,1,0195440190003M,3M,0
"jardinero floreado tomiko - rosa ",4000.0,8000.0,1,1,jardinero floreado tomiko - rosa -4000-8000-6M-1,6M,0
enterito liso - rosa,3000.0,6000.0,1,1,enterito liso - rosa-3000-6000-6M-1,6M,0
"enterito mascota - rosa ",2500.0,5000.0,1,1,3915-ROS-6M,6M,0
enterito mon amour - rosa,3500.0,7000.0,1,1,0343070111006M,6M,0
enterito lily - arena,3500.0,7000.0,1,1,0342750028006M,6M,0
enterito florcito botones - rosa,3500.0,7000.0,0,1,enterito florcito botones - rosa-3500-7000-6M-1,6M,0
"enterito mascota - blanco ",2500.0,5000.0,1,1,3915-BLA-6M,6M,0
enterito liso - blanco,3000.0,6000.0,1,1,enterito liso - blanco-3000-6000-6M-1,6M,1
enterito liso - crudo,3000.0,6000.0,2,1,enterito liso - crudo-3000-6000-6M-1,6M,0
"enterito lunares - blanco ",3000.0,6000.0,1,1,0234-NE-6M,6M,0
enterito liso - blanco,3000.0,6000.0,1,1,enterito liso - blanco-3000-6000-6M-1,6M,0
enterito mon amour - mugat,3500.0,7000.0,1,1,442017,6M,1
jardinero  floreado tomiko - bordo,4000.0,8000.0,1,1,jardinero  floreado tomiko - bordo-4000-8000-9M-1,9M,0
jardinero floreado tomiko - rosa,4000.0,8000.0,0,1,jardinero floreado tomiko - rosa-4000-8000-9M-1,9M,0
"enterito arcoiris - blanco ",3000.0,6000.0,1,1,enterito arcoiris - blanco -3000-6000-9M-1,9M,0
"enterito lunares y estrellas - blanco ",3000.0,6000.0,1,1,enterito lunares y estrellas - blanco -3000-6000-9M-1,9M,0
"enterito tortuga - blanco ",3500.0,7000.0,1,1,0313300000006M,6M,1
ajuar Ivan - beige,3500.0,7000.0,0,1,0195410142006M,6M,0
ajuar amado - marino,3500.0,7000.0,1,1,0195440125006M,6M,0
enterito sky no limit - marino,3500.0,7000.0,1,1,0396012825006M,6M,0
"enterito mon amour - lila ",3500.0,7000.0,0,1,0343070162009M,9M,0
"toallon animalitos ",3000.0,6000.0,1,1,toallon animalitos -3000-6000-TU-1,TU,0
"toallon flores ",3000.0,6000.0,1,1,toallon flores -3000-6000-TU-1,TU,0
"toallon liso rosa c/ puntilla ",3000.0,6000.0,1,1,toallon liso rosa c/ puntilla -3000-6000-TU -1,"TU ",0
toallon liso c/ puntilla blanco,3000.0,6000.0,1,1,toallon liso c/ puntilla blanco-3000-6000-TU-1,TU,0
"toallones barriletes ",3000.0,6000.0,1,1,toallones barriletes -3000-6000-TU-1,TU,0
toallon florcitas chicas,3000.0,6000.0,1,1,toallon florcitas chicas-3000-6000-TU -1,"TU ",0
"toallon pajaritos y flores ",3000.0,6000.0,1,1,toallon pajaritos y flores -3000-6000-TU-1,TU,0
"toallon liso celeste ",3000.0,6000.0,1,1,toallon liso celeste -3000-6000-TU-1,TU,0
"toallon avioncito y autitos ",3000.0,6000.0,1,1,toallon avioncito y autitos -3000-6000-TU-1,TU,0
manta plush con algodon - blanco,4000.0,8000.0,3,1,manta plush con algodon - blanco-4000-8000-TU-1,TU,0
manta plush con algodon - rosa,4000.0,8000.0,1,1,manta plush con algodon - rosa-4000-8000-TU-1,TU,0
manta tejida blanco con lila,2500.0,5000.0,1,1,manta tejida blanco con lila-3500-7000-TU-1,TU,0
manta doble algodon,3500.0,7000.0,1,1,manta doble algodon-3500-7000-TU-1,TU,0
"cambiador florcitas ",2000.0,4000.0,1,1,cambiador florcitas -2000-4000-TU-1,TU,0
"cambiador nave espacial ",2000.0,4000.0,1,1,cambiador nave espacial -2000-4000-TU-1,TU,0
"cambiador estrella ",2000.0,4000.0,1,1,cambiador estrella -2000-4000-TU-1,TU,0
"cambiador anclas ",2000.0,4000.0,1,1,cambiador anclas -2000-4000-TU-1,TU,0
"cambiador ositos ",2000.0,4000.0,1,1,cambiador ositos -2000-4000-TU-1,TU,0
"ajuar nena body con puntilla ",9200.0,17000.0,2,1,ajuar nena body con puntilla -9200-17000-RN-2,RN,0
ajuar nena bodi sin puntilla,7200.0,15000.0,6,1,ajuar nena bodi sin puntilla-7200-15000-RN-1,RN,0
"ajuar unisex ",7200.0,15000.0,5,1,ajuar unisex -7200-15000-TU-5,TU,0
"ajuar nene ",7200.0,15000.0,5,1,ajuar nene -7200-15000-RN-5,RN,0
"ajuar unisex ",7200.0,15000.0,1,1,ajuar unisex -7200-15000-RN-1,RN,0
enterito liso plush - crudo,3500.0,7000.0,1,1,0135-NAT-3M,3M,0
"enterito liso plush - blanco ",3500.0,7000.0,1,1,enterito liso plush - blanco -3500-7000-3M-1,3M,0
"enterito plush liso - blanco ",3500.0,7000.0,1,1,enterito plush liso - blanco -3500-7000-6M-1,6M,0
enterito plush puntilla tomiko - crudo,4000.0,8000.0,1,1,enterito plush puntilla tomiko - crudo-4000-8000-6M-1,6M,0
"jardinero animalitos - blanco ",3000.0,6000.0,1,1,jardinero animalitos - blanco -3000-6000-24M-1,24M,0
jardinero liso - azul,3000.0,6000.0,0,1,jardinero liso - azul-3000-6000-3M-1,3M,0
enterito peluchito - rosa,4000.0,8000.0,1,1,enterito peluchito - rosa-4000-8000-12M-1,12M,0
"enterito plush puntilla tomiko - crudo ",4000.0,8000.0,1,1,enterito plush puntilla tomiko - crudo -4000-8000-9M-1,9M,0
enterito peluchito - rosa,3500.0,7000.0,1,1,enterito peluchito - rosa-3500-7000-9M-1,9M,0
Prueba Producto nuevo (Guido),1000.0,3000.0,0,1,Prueba Producto nuevo (Guido)-1000-4000-M-8,M,0
jardinero ciervos - rosa,3000.0,6000.0,1,1,jardinero ciervos - rosa-3000-6000-9M-1,9M,0
Mochila maternal,4000.0,8000.0,1,1,Mochila maternal-3000-6000-TU-1,TU,0
"morral maternal ",3000.0,6000.0,1,1,morral maternal -3000-6000-TU-1,TU,0
"toallon florcita amarilla ",3000.0,6000.0,1,1,toallon florcita amarilla -3000-6000-TU-1,TU,0
toallon rayitas azules,3000.0,6000.0,1,1,toallon rayitas azules-3000-6000-TU-1,TU,0
manda doble algodón florcitas,3500.0,7000.0,1,1,manda doble algodón florcitas-3500-7000-TU-1,TU,0
manta doble algodon florcitas chiquitas,3000.0,6000.0,1,1,manta doble algodon florcitas chiquitas-3000-6000-TU-1,TU,0
"body new odisea- blanco ",2500.0,5000.0,1,1,body new odisea- blanco -2500-5000-3M-1,3M,0
"body lady - rosa ",3000.0,6000.0,1,1,body lady - rosa -3000-6000-3M-1,3M,0
"body new odisea ",2500.0,5000.0,1,1,body new odisea -2500-5000-3M-1,3M,0
body ballet - rosa,3000.0,6000.0,1,1,body ballet - rosa-3000-6000-3M-1,3M,0
body vintage - chocolate,2500.0,5000.0,1,1,body vintage - chocolate-2500-5000-3M-1,3M,0
body bernarda - rojo,2500.0,5000.0,1,1,0038000150003M,3M,0
body ratoncito bailarina,2500.0,5000.0,1,1,body ratoncito bailarina-2500-5000-3M-1,3M,0
body erizo baby - beige,2500.0,5000.0,1,1,0045011900003M,3M,0
body ardilla y flores - rosa,2500.0,5000.0,1,1,body ardilla y flores - rosa-2500-5000-3M-1,3M,0
body liso Morley - rosa,2500.0,5000.0,1,1,3707-RO-6M,3M,0
body carrusel- rosa,2500.0,5000.0,1,1,body carrusel- rosa-2500-5000-3M-1,3M,0
"ajuar oliver - beige ",3000.0,6000.0,1,1,0158090042003M,3M,0
"body zorrito - celeste ",2500.0,5000.0,1,1,body zorrito - celeste -2500-5000-3M-1,3M,0
"body liso blanco ",2000.0,4000.0,1,1,body liso blanco -2000-4000-3M-1,3M,0
body liso - blanco,2000.0,4000.0,1,1,body liso - blanco-2000-4000-0M-1,0M,0
ajuar tortuga - blanco,3000.0,6000.0,1,1,0146300100003M,3M,0
body paris - marino,2500.0,5000.0,1,1,0022870125003M,3M,0
body roman - topo,2500.0,5000.0,1,1,0022700094003M,3M,0
body safari - crudo,2500.0,5000.0,1,1,0022860170--0M,3M,0
body estrella - gris,2500.0,5000.0,1,1,body estrella - gris-2500-5000-3M-1,3M,0
"body ismael - mostaza ",3000.0,6000.0,1,1,0054010186003M,3M,0
ajuar Ciro - azul,3000.0,6000.0,1,1,0169200119003M,3M,0
ajuar dino - blanco,3000.0,6000.0,0,1,0158380100003M,3M,0
body edicion limitada - azul,2500.0,5000.0,1,1,body edicion limitada - azul-2500-5000-3M-1,3M,0
"body rebelde - mostaza ",2500.0,5000.0,1,1,body rebelde - mostaza -2500-5000-3M-1,3M,0
body ismael m/c - beige,2500.0,5000.0,1,1,0059010042003M,3M,0
"body ismael botonos - beige ",2500.0,5000.0,1,1,body ismael botonos - beige -2500-5000-3M-1,3M,0
body flores centro - rosa,2500.0,5000.0,1,1,body flores centro - rosa-2500-5000-3M-1,3M,0
"body vestido corazon - azul ",2000.0,4000.0,1,1,body vestido corazon - azul -2000-4000-3M-1,3M,0
"body flores grandes - blanco ",2500.0,5000.0,1,1,body flores grandes - blanco -2500-5000-3M-1,3M,0
body unicornio - verde,2000.0,4000.0,1,1,body unicornio - verde-2000-4000-3M-1,3M,0
ajuar leysa - amarillo,3000.0,6000.0,1,1,0158470037003M,3M,0
body cuello broderi - negro,3000.0,6000.0,1,1,body cuello broderi - negro-3000-6000-3M-1,3M,0
body carolina elefantito - blanco,3000.0,6000.0,1,1,body carolina elefantito - blanco-3000-6000-3M-1,3M,0
body conejito - crudo,3000.0,6000.0,1,1,body conejito - crudo-3000-6000-3M-1,3M,0
body clementina puntilla manga - rosa,3000.0,6000.0,1,1,body clementina puntilla manga - rosa-3000-6000-3M-1,3M,0
"body rayitas verdes - blanco ",2000.0,4000.0,1,1,body rayitas verdes - blanco -2000-4000-3M-1,3M,0
"body martin - marino ",2500.0,5000.0,1,1,0080500125003M,3M,0
body serafin - ladrillo,2500.0,5000.0,1,1,0067000143--0M,3M,1
body dino - naranja,2000.0,4000.0,1,1,body dino - naranja-2000-4000-3M-1,3M,0
body dino - gris,2000.0,4000.0,1,1,body dino - gris-2000-4000-3M-1,3M,0
body paris - beige,2500.0,5000.0,1,1,0022870142003M,3M,0
body planet - crudo,2500.0,5000.0,1,1,0036019570003M,3M,0
"body puntitos verde - blanco ",2500.0,5000.0,1,1,body puntitos verde - blanco -2500-5000-3M-1,3M,0
"body rayita azul - blanco ",3000.0,6000.0,1,1,body rayita azul - blanco -3000-6000-0M-1,0M,0
"body dragones - blanco ",3000.0,6000.0,1,1,body dragones - blanco -3000-6000-0M-1,0M,0
body autitos y motos - celeste,3000.0,6000.0,1,1,body autitos y motos - celeste-3000-6000-0M-1,0M,0
body autitos y globos - crudo,3000.0,6000.0,1,1,body autitos y globos - crudo-3000-6000-0M-1,0M,0
"ajuar dino - blanco ",3000.0,6000.0,0,1,0158380100--0M,0M,0
"body liso - blanco ",2000.0,4000.0,1,1,body liso - blanco -2000-4000-0M-1,0M,0
camisa I.M. - crudo,3500.0,7000.0,1,1,camisa I.M. - crudo-3500-7000-3M-1,3M,0
camisa I.M. - blanco,3500.0,7000.0,1,1,camisa I.M. - blanco-3500-7000-3M-1,3M,0
"body india - tostado ",3000.0,6000.0,1,1,0073480127003M,3M,0
body ballet - blanco,3000.0,6000.0,1,1,body ballet - blanco-3000-6000-3M-1,3M,0
body lady cuello briderie - blanco,3000.0,6000.0,1,1,body lady cuello briderie - blanco-3000-6000-3M-1,3M,0
body broderie enfrente todo amor- blanco,2500.0,5000.0,1,1,body broderie enfrente todo amor- blanco-2500-5000-0M-1,0M,0
body unicornio - verde,2000.0,4000.0,1,1,body unicornio - verde-2000-4000-0M-1,0M,0
body cuello camisa - crudo,2500.0,5000.0,1,1,body cuello camisa - crudo-2500-5000-0M-1,0M,0
body cuello camisa - verde,2500.0,5000.0,1,1,body cuello camisa - verde-2500-5000-0M-1,0M,0
body todo amor liso - rosa,2500.0,5000.0,1,1,body todo amor liso - rosa-2500-5000-0M-1,0M,0
"body perezoso - blanco ",2500.0,5000.0,1,1,0055015500--0M,0M,0
body serafin - ladrillo - lacre,2500.0,5000.0,2,1,0067000143--0M,0M,0
body conejito - crudo,3000.0,6000.0,1,1,body conejito - crudo-3000-6000-0M-1,0M,0
Enterito Mon Amour - Mugat,1000.0,5000.0,1,1,0343070118006M,006M,1
"florcita chicas rosa - blanco ",3000.0,6000.0,1,1,florcita chicas rosa - blanco -3000-6000-0M-1,0M,0
"enterito mon amour - mugat ",3500.0,7000.0,1,1,0343070118006M,6M,1
body ramitos flores todo amor - blanco,3000.0,6000.0,1,1,body ramitos flores todo amor - blanco-3000-6000-0M-1,0M,0
body flores grandes - blanco,3000.0,6000.0,1,1,body flores grandes - blanco-3000-6000-0M-1,0M,0
ajuar leysa - amarillo,3000.0,6000.0,1,1,0158470037--0M,0M,0
body flores grandes - rosa,3000.0,6000.0,1,1,body flores grandes - rosa-3000-6000-0M-1,0M,0
body liso todo amor - blanco,2500.0,5000.0,0,1,body liso todo amor - blanco-2500-5000-0M-1,0M,0
"ajuar oliver - beige ",3000.0,6000.0,1,1,0158090042--0M,0M,0
body elefantitos y estrellas - blanco,3000.0,6000.0,0,1,body elefantitos y estrellas - blanco-3000-6000-0M-1,0M,0
"ajuar tortuga - blanco ",3000.0,6000.0,1,1,0146300100--0M,0M,0
"body erizo baby - beige ",2500.0,5000.0,1,1,0045011942003M,3M,0
vestido lilian - orquidia,4500.0,8500.0,1,1,0903160193006M,6M,0
enterito bear - ladrillo - lacre,5000.0,10000.0,1,1,0397110043006M,12M,0
vestido lilian - orquidia,4500.0,8500.0,1,1,0903160193018M,18M,0
vestido lilian - orquidia,4500.0,8500.0,1,1,0903160193012M,12M,0
enterito bear - ladrillo - lacre,5000.0,10000.0,1,1,0397110043003M,9M,0
vestido lilian - orquidia,4500.0,8500.0,1,1,0903160193009M,9M,0
vestido lilian - orquidia,4500.0,8500.0,1,1,0903160193003M,3M,0
enterito tortuga - blanco,3200.0,7000.0,0,1,0313300000006M,6M,0
"enterito tortuga - blanco ",3500.0,7000.0,1,1,0313300000003M,3M,0
enterito moon - oxido,3500.0,7000.0,1,1,0306070197003M,3M,0
"enterito flower - blanco ",4000.0,8000.0,1,1,0396001100003M,3M,0
enterito mon amour - mugat,3500.0,7000.0,1,1,0343070118006M,6M,0
"enterito flower - blanco ",4000.0,8000.0,1,1,0396001100006M,6M,0
"enterito flower - rosa viejo ",4000.0,8000.0,1,1,0396001111-00M,00M,0
enterito flower - rosa viejo,4000.0,8000.0,1,1,0396001111--0M,0M,0
vestido marga - oliva,3500.0,7000.0,1,1,0901010408024M,24M,0
solero martina - aero,3500.0,7000.0,1,1,0967620121004A,4A,0
"vestido irene - beige ",4500.0,8500.0,1,1,0926370142004A,4A,0
"vestido sam - beige ",4500.0,9000.0,1,1,0939170042004A,4A,0
"vestido irene - mostaza ",4500.0,8500.0,1,1,0926370186004A,4A,0
"vestido justina - jean ",4500.0,8500.0,1,1,0943310122002A,2A,0
"vestido helga - marino ",3500.0,7000.0,1,1,0964580125004A,4A,0
"vestido Trinidad - blanco ",4000.0,8000.0,1,1,0902010000004A,4A,0
vestido amparo - blanco,4500.0,8500.0,1,1,0947330100004A,4A,0
vestido selena - crudo,3500.0,7000.0,1,1,0965040170004A,4A,0
"vestido monique - lavanda ",4000.0,8000.0,1,1,0992040147004A,4A,0
mono amparo - rosa viejo,4500.0,8500.0,1,1,0353330111004A,4A,0
mono amparo - rojo,4500.0,8500.0,1,1,0353330150004A,4A,0
camisa cuadrille - azul,4000.0,8000.0,1,1,camisa cuadrille - azul-4000-8000-4A-1,4A,0
calza volados - blanca,3000.0,6000.0,1,1,calza volados - blanca-3000-6000-4A-1,4A,0
"camisa melchor - gris ",3500.0,7000.0,1,1,0864810190004A,4A,0
chamba oliver - azul,3500.0,7000.0,1,1,0837090019004A4A,4A,0
chomba mateo - blanco,3500.0,7000.0,1,1,0837000100004A,4A,0
"remera eeizo baby - blanco ",2500.0,5000.0,1,1,0817011900004A,4A,0
"remera leysa - amarillo ",2500.0,5000.0,1,1,0814780137004A,4A,0
"remera Gretel - blanco ",2500.0,5000.0,1,1,0801015200004A,4A,0
remera bernarda - rojo,2500.0,5000.0,1,1,0844000150004A,4A,0
buzo Rapunzel - beige,2500.0,5000.0,1,1,0517050142004A,4A,0
blusa paloma - tostado,3000.0,6000.0,1,1,0869630027004A,4A,0
"musculosa volado - fucsia ",2000.0,4000.0,1,1,musculosa volado - fucsia -2000-4000-4A-1,4A,0
blusa paloma - blanco,3000.0,6000.0,1,1,0869630000004A,4A,0
"remera termica - rosa viejo ",3500.0,7000.0,1,1,0800860111004A,4A,0
remera termica - beige,3500.0,7000.0,1,1,0800860142004A,4A,0
"remera felicicita m/c - blanca ",2500.0,5000.0,1,1,0873010000004A,4A,0
remera blanca - blanco,3000.0,6000.0,1,1,0854010100004A,4A,0
"remera tuna - blanco ",2500.0,5000.0,1,1,0806016200004A,4A,0
"remera ride - azul ",2500.0,5000.0,1,1,0806016819004A,4A,0
"remera galactic - gris topo ",2500.0,5000.0,1,1,0898017094004A,4A,0
remera isidro - marino,3000.0,6000.0,1,1,0838010125004A,4A,1
remera anton - topo,3000.0,6000.0,1,1,0805640094004A,4A,0
"chomba matias - topo ",3500.0,7000.0,1,1,0830000194004A,4A,0
"remera space explore - blanco ",3000.0,6000.0,1,1,0805017400002A,2A,0
remera isidro - tostado,3000.0,6000.0,1,1,0838010127004A,4A,0
remera into the wild - oxido,3000.0,6000.0,1,1,0805015497004A,4A,0
remera yellowstone - gris,3000.0,6000.0,1,1,0805018690004A,4A,0
remera isidro - marino,3000.0,6000.0,1,1,0838010125004A,4A,0
"musculosa long beach - gris ",2500.0,5000.0,1,1,0831016790004A,4A,0
"musculosa surfer - blanco ",2500.0,5000.0,1,1,0831016300004A,4A,0
chomba mateo - rojo,3500.0,7000.0,1,1,0837000150004A,4A,0
"remera chano - francia ",2500.0,5000.0,1,1,0807250096004A,4A,0
"remera facu - celeste ",2500.0,5000.0,1,1,0825200020004A,4A,0
remera palm beach - azul,2500.0,5000.0,1,1,0806016919004A,4A,0
remera Ismael m/c - gris,2500.0,5000.0,1,1,0838010190004A,4A,0
"remera ride - verde ",2500.0,5000.0,1,1,0806016831004A,4A,0
"remera dino - gris melange ",2500.0,5000.0,1,1,0806016190004A,4A,0
"short margarita - chicle - dior ",2500.0,5000.0,1,1,0749760013004A,4A,0
short augusta - tostado,2500.0,5000.0,1,1,0748220027004A,4A,0
"short maggie - rosa viejo ",2500.0,5000.0,1,1,0712220111004A,4A,0
biker monique - rosa viejo,2500.0,5000.0,1,1,0408040011004A,4A,0
biker monique - lavanda,2500.0,5000.0,1,1,0408040047004A,4A,0
calza azucar - rosa bebe,3000.0,6000.0,1,1,0400360010004A,4A,0
"calza ardilla - rosa bebe ",3000.0,6000.0,1,1,0400350010004A,4A,0
"calza ardilla - beige ",3000.0,6000.0,1,1,0400350042004A,4A,0
calza bambi - crudo,3000.0,6000.0,1,1,0400740070004A,4A,0
calzs bambi  - rosa bebe,3000.0,6000.0,1,1,0400740010004A,4A,0
calza azucar - beige,3000.0,6000.0,1,1,0400360042004A,4A,0
pantalon melchor - marino,3500.0,7000.0,1,1,0435060025004A,4A,1
"pantalon melchor - marino ",3500.0,7000.0,1,1,0435060025004A,4A,0
"short german - militar ",2500.0,5000.0,1,1,0726390130004A,4A,0
buzo Trinidad - rosa viejo,4000.0,8000.0,1,1,0519690011002A,4A,0
buzo Paulino - topo,3000.0,6000.0,1,1,0556730094004A,4A,0
"campera amelie - tostado ",3000.0,6000.0,0,1,0539050127004A,4A,0
"buzo franca - naranja ",6000.0,12000.0,1,1,buzo franca - naranja -6000-12000-4A-1,4A,0
campera forest - azul,5000.0,10000.0,1,1,0541230019004A,4A,0
calza dolly - oxido,3000.0,6000.0,1,1,0400150197004A,4A,0
body bambachudo - blanco,3000.0,6000.0,1,1,body bambachudo - blanco-3000-6000-3M-1,3M,0
bombachudo todo amor - crudo,2500.0,5000.0,1,1,bombachudo todo amor - crudo-2500-5000-3M-1,3M,1
bombachudo todo amor - rosa,2500.0,5000.0,1,1,bombachudo todo amor - rosa-2500-5000-0M-1,0M,0
"bombachudo todo amor - crudo ",2500.0,5000.0,1,1,bombachudo todo amor - crudo -2500-5000-0M-1,0M,0
bombachudo todo amor - verde,2500.0,5000.0,1,1,bombachudo todo amor - verde-2500-5000-0M-1,0M,0
"bombachudo animalitos - blanco ",2500.0,5000.0,1,1,bombachudo animalitos - blanco -2500-5000-0M-1,0M,0
"bombachudo animalitos celeste - blanco ",2500.0,5000.0,1,1,bombachudo animalitos celeste - blanco -2500-5000-0M-1,0M,0
"enterito corto abejitas - blanco ",2000.0,4000.0,1,1,enterito corto abejitas - blanco -2000-4000-0M-1,0M,0
"vestido animalitos nosdicos - crudo ",3000.0,6000.0,1,1,vestido animalitos nosdicos - crudo -3000-6000-0M-1,0M,0
"body camisa bautista - blanco ",3000.0,6000.0,1,1,0071970196003M,3M,0
body camisa chano - aero,3000.0,6000.0,1,1,0071970121003M,3M,0
body camisa jano - marino,3000.0,6000.0,1,1,0071910025003M,3M,0
body chomba oliver - azul,3500.0,7000.0,1,1,0053090019003M,3M,0
body chomba mateo - marino,3500.0,7000.0,1,1,0053000125003M,3M,0
"body chomba mateo - blanco ",3000.0,6000.0,1,1,0053000100003M,3M,0
"camisa lisa - blanco ",2500.0,5000.0,1,1,camisa lisa - blanco -2500-5000-3M-1,3M,0
"body chomba milton - marino ",3000.0,6000.0,1,1,0051370025003M,3M,0
"enterito indigo - beige ",2500.0,5000.0,1,1,0392320142003M,3M,0
"enterito cuarto rayitas verdes - blanco ",2500.0,5000.0,1,1,enterito cuarto rayitas verdes - blanco -2500-5000-3M-1,3M,0
enterito chano - francia,2500.0,5000.0,1,1,0309250096003M,3M,0
Enterito jano - crudo,3000.0,6000.0,1,1,0385860170003M,3M,0
"enterito perezoso - blanco ",2500.0,6000.0,1,1,0309880196003M,3M,0
enterito maite - agua marina,3000.0,6000.0,1,1,0389280145006M,3M,0
enterito hortencia - rosa viejo,3000.0,6000.0,1,1,0316210110003M,3M,0
vestido cuello bordado - blanco,3000.0,6000.0,1,1,vestido cuello bordado - blanco-3000-6000-3M-1,3M,0
"vestido angelito - crudo ",3000.0,6000.0,1,1,vestido angelito - crudo -3000-6000-3M-1,3M,0
vestido animalitos nordicos,3000.0,6000.0,1,1,vestido animalitos nordicos-3000-6000-3M-1,3M,0
"vestido ratoncitos bailarinas - celeste ",3000.0,6000.0,1,1,vestido ratoncitos bailarinas - celeste -3000-6000-3M-1,3M,0
vestido floreado - celeste,2500.0,5000.0,1,1,vestido floreado - celeste-2500-5000-3M-1,3M,0
body vestido zafira - rosa,3000.0,6000.0,1,1,0933160110003M,3M,0
cojunto zafira - lila,3000.0,6500.0,1,1,0610160162003M,3M,0
vestido marga - olivia,3000.0,6000.0,1,1,0901010408003M,3M,0
"vestido laura - tostado ",3000.0,6000.0,1,1,0919210127003M,3M,0
vestido cuello broderie - rosa viejo,3000.0,6000.0,1,1,vestido cuello broderie - rosa viejo-3000-6000-3M-1,3M,0
"vestido cuello broderie - chocolate ",3000.0,6000.0,1,1,vestido cuello broderie - chocolate -3000-6000-3M-1,3M,0
body chomba oliver - beige,3500.0,7000.0,1,1,0053090042006M,3M,1
body chomba mateo - marino,3500.0,7000.0,1,1,0053000125006M,3M,1
body chomba mateo - blanco,3500.0,7000.0,1,1,0053000100006M,3M,1
"body camisa jano - marino ",3000.0,6000.0,1,1,0071910025006M,6M,0
"body chomba mateo - marino ",3000.0,6000.0,1,1,0053000125006M,6M,0
body chomba oliver - beige,3500.0,7000.0,0,1,0053090042006M,6M,0
body chomba mateo - blanco,3000.0,6000.0,1,1,0053000100006M,6M,0
"body camisa chano - aero ",3500.0,7000.0,1,1,0071970121006M,6M,0
enterito indigo - mostaza,2500.0,5000.0,1,1,0392320186006M,6M,0
enterito chano - francia,2500.0,5000.0,1,1,0309250096006M,6M,0
enterito maite - rosa bebe,3000.0,6000.0,1,1,0389280110009M,6M,0
"enterito liberty - amarillo ",2500.0,5500.0,1,1,0388420137006M,6M,0
enterito hortensia - rosa viejo,2500.0,5000.0,1,1,0316210110006M,6M,0
body vestido selena - crudo,3000.0,6000.0,1,1,0087040170006M,6M,0
"body vestido paloma - blanco ",3000.0,6000.0,1,1,0097630100006M,6M,0
